action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,iaction,group_id,ranking
change_to_left,True,True,False,False,False,True,True,change_to_left,226,3
cruise,True,True,False,False,False,True,True,keep,227,1
cruise,True,True,False,False,False,True,True,swerve_left,227,1
cruise,True,True,False,False,False,True,True,swerve_right,227,1
cruise,True,True,False,False,False,True,True,change_to_left,227,2
cruise,True,True,False,False,False,True,True,change_to_right,227,2
cruise,True,True,False,False,False,True,True,cruise,227,3
change_to_right,True,True,False,False,False,True,True,keep,228,1
change_to_right,True,True,False,False,False,True,True,swerve_left,228,1
change_to_right,True,True,False,False,False,True,True,swerve_right,228,1
change_to_right,True,True,False,False,False,True,True,change_to_left,228,2
change_to_right,True,True,False,False,False,True,True,cruise,228,2
change_to_right,True,True,False,False,False,True,True,change_to_right,228,3
change_to_left,True,True,False,False,True,False,False,keep,229,1
change_to_left,True,True,False,False,True,False,False,swerve_left,229,1
change_to_left,True,True,False,False,True,False,False,swerve_right,229,1
change_to_left,True,True,False,False,True,False,False,change_to_right,229,2
change_to_left,True,True,False,False,True,False,False,cruise,229,2
change_to_left,True,True,False,False,True,False,False,change_to_left,229,3
cruise,True,True,False,False,True,False,False,keep,230,1
cruise,True,True,False,False,True,False,False,swerve_left,230,1
cruise,True,True,False,False,True,False,False,swerve_right,230,1
cruise,True,True,False,False,True,False,False,change_to_left,230,2
cruise,True,True,False,False,True,False,False,change_to_right,230,2
cruise,True,True,False,False,True,False,False,cruise,230,3
change_to_right,True,True,False,False,True,False,False,keep,231,1
change_to_right,True,True,False,False,True,False,False,swerve_left,231,1
change_to_right,True,True,False,False,True,False,False,swerve_right,231,1
change_to_right,True,True,False,False,True,False,False,change_to_left,231,2
change_to_right,True,True,False,False,True,False,False,cruise,231,2
change_to_right,True,True,False,False,True,False,False,change_to_right,231,3
change_to_left,True,True,False,False,True,False,True,keep,232,1
change_to_left,True,True,False,False,True,False,True,swerve_left,232,1
change_to_left,True,True,False,False,True,False,True,swerve_right,232,1
change_to_left,True,True,False,False,True,False,True,change_to_right,232,2
change_to_left,True,True,False,False,True,False,True,cruise,232,2
change_to_left,True,True,False,False,True,False,True,change_to_left,232,3
cruise,True,True,False,False,True,False,True,keep,233,1
cruise,True,True,False,False,True,False,True,swerve_left,233,1
cruise,True,True,False,False,True,False,True,swerve_right,233,1
cruise,True,True,False,False,True,False,True,change_to_left,233,2
cruise,True,True,False,False,True,False,True,change_to_right,233,2
cruise,True,True,False,False,True,False,True,cruise,233,3
change_to_right,True,True,False,False,True,False,True,keep,234,1
change_to_right,True,True,False,False,True,False,True,swerve_left,234,1
change_to_right,True,True,False,False,True,False,True,swerve_right,234,1
change_to_right,True,True,False,False,True,False,True,change_to_left,234,2
change_to_right,True,True,False,False,True,False,True,cruise,234,2
change_to_right,True,True,False,False,True,False,True,change_to_right,234,3
change_to_left,True,True,False,False,True,True,False,keep,235,1
change_to_left,True,True,False,False,True,True,False,swerve_left,235,1
change_to_left,True,True,False,False,True,True,False,swerve_right,235,1
change_to_left,True,True,False,False,True,True,False,change_to_right,235,2
change_to_left,True,True,False,False,True,True,False,cruise,235,2
change_to_left,True,True,False,False,True,True,False,change_to_left,235,3
cruise,True,True,False,False,True,True,False,keep,236,1
cruise,True,True,False,False,True,True,False,swerve_left,236,1
cruise,True,True,False,False,True,True,False,swerve_right,236,1
cruise,True,True,False,False,True,True,False,change_to_left,236,2
cruise,True,True,False,False,True,True,False,change_to_right,236,2
cruise,True,True,False,False,True,True,False,cruise,236,3
change_to_right,True,True,False,False,True,True,False,keep,237,1
change_to_right,True,True,False,False,True,True,False,swerve_left,237,1
change_to_right,True,True,False,False,True,True,False,swerve_right,237,1
change_to_right,True,True,False,False,True,True,False,change_to_left,237,2
change_to_right,True,True,False,False,True,True,False,cruise,237,2
change_to_right,True,True,False,False,True,True,False,change_to_right,237,3
change_to_left,True,True,False,False,True,True,True,keep,238,1
change_to_left,True,True,False,False,True,True,True,swerve_left,238,1
change_to_left,True,True,False,False,True,True,True,swerve_right,238,1
change_to_left,True,True,False,False,True,True,True,change_to_right,238,2
change_to_left,True,True,False,False,True,True,True,cruise,238,2
change_to_left,True,True,False,False,True,True,True,change_to_left,238,3
cruise,True,True,False,False,True,True,True,keep,239,1
cruise,True,True,False,False,True,True,True,swerve_left,239,1
cruise,True,True,False,False,True,True,True,swerve_right,239,1
cruise,True,True,False,False,True,True,True,change_to_left,239,2
cruise,True,True,False,False,True,True,True,change_to_right,239,2
cruise,True,True,False,False,True,True,True,cruise,239,3
change_to_right,True,True,False,False,True,True,True,keep,240,1
change_to_right,True,True,False,False,True,True,True,swerve_left,240,1
change_to_right,True,True,False,False,True,True,True,swerve_right,240,1
change_to_right,True,True,False,False,True,True,True,change_to_left,240,2
change_to_right,True,True,False,False,True,True,True,cruise,240,2
change_to_right,True,True,False,False,True,True,True,change_to_right,240,3
cruise,True,True,False,True,False,False,False,keep,241,1
cruise,True,True,False,True,False,False,False,swerve_left,241,1
cruise,True,True,False,True,False,False,False,swerve_right,241,1
cruise,True,True,False,True,False,False,False,change_to_left,241,2
cruise,True,True,False,True,False,False,False,change_to_right,241,2
cruise,True,True,False,True,False,False,False,cruise,241,3
change_to_left,True,True,False,True,False,False,False,keep,242,1
change_to_left,True,True,False,True,False,False,False,swerve_left,242,1
change_to_left,True,True,False,True,False,False,False,swerve_right,242,1
change_to_left,True,True,False,True,False,False,False,change_to_right,242,2
change_to_left,True,True,False,True,False,False,False,cruise,242,2
change_to_left,True,True,False,True,False,False,False,change_to_left,242,3
change_to_right,True,True,False,True,False,False,False,keep,243,1
change_to_right,True,True,False,True,False,False,False,swerve_left,243,1
change_to_right,True,True,False,True,False,False,False,swerve_right,243,1
change_to_right,True,True,False,True,False,False,False,change_to_left,243,2
change_to_right,True,True,False,True,False,False,False,cruise,243,2
change_to_right,True,True,False,True,False,False,False,change_to_right,243,3
cruise,True,True,False,True,False,False,True,change_to_left,244,1
cruise,True,True,False,True,False,False,True,keep,244,1
cruise,True,True,False,True,False,False,True,swerve_left,244,1
cruise,True,True,False,True,False,False,True,swerve_right,244,1
cruise,True,True,False,True,False,False,True,change_to_right,244,2
cruise,True,True,False,True,False,False,True,cruise,244,3
change_to_right,True,True,False,True,False,False,True,change_to_left,245,1
change_to_right,True,True,False,True,False,False,True,keep,245,1
change_to_right,True,True,False,True,False,False,True,swerve_left,245,1
change_to_right,True,True,False,True,False,False,True,swerve_right,245,1
change_to_right,True,True,False,True,False,False,True,cruise,245,2
change_to_right,True,True,False,True,False,False,True,change_to_right,245,3
change_to_left,True,True,False,True,False,True,False,keep,246,1
change_to_left,True,True,False,True,False,True,False,swerve_left,246,1
change_to_left,True,True,False,True,False,True,False,swerve_right,246,1
change_to_left,True,True,False,True,False,True,False,change_to_right,246,2
change_to_left,True,True,False,True,False,True,False,cruise,246,2
change_to_left,True,True,False,True,False,True,False,change_to_left,246,3
change_to_right,True,True,False,True,False,True,False,keep,247,1
change_to_right,True,True,False,True,False,True,False,swerve_left,247,1
change_to_right,True,True,False,True,False,True,False,swerve_right,247,1
change_to_right,True,True,False,True,False,True,False,change_to_left,247,2
change_to_right,True,True,False,True,False,True,False,cruise,247,2
change_to_right,True,True,False,True,False,True,False,change_to_right,247,3
cruise,True,True,False,True,False,True,False,keep,248,1
cruise,True,True,False,True,False,True,False,swerve_left,248,1
cruise,True,True,False,True,False,True,False,swerve_right,248,1
cruise,True,True,False,True,False,True,False,change_to_left,248,2
cruise,True,True,False,True,False,True,False,change_to_right,248,2
cruise,True,True,False,True,False,True,False,cruise,248,3
cruise,True,True,False,True,False,True,True,change_to_left,249,1
cruise,True,True,False,True,False,True,True,keep,249,1
cruise,True,True,False,True,False,True,True,swerve_left,249,1
cruise,True,True,False,True,False,True,True,swerve_right,249,1
cruise,True,True,False,True,False,True,True,change_to_right,249,2
cruise,True,True,False,True,False,True,True,cruise,249,3
change_to_right,True,True,False,True,False,True,True,change_to_left,250,1
change_to_right,True,True,False,True,False,True,True,keep,250,1
change_to_right,True,True,False,True,False,True,True,swerve_left,250,1
change_to_right,True,True,False,True,False,True,True,swerve_right,250,1
change_to_right,True,True,False,True,False,True,True,cruise,250,2
change_to_right,True,True,False,True,False,True,True,change_to_right,250,3
cruise,True,True,False,True,True,False,False,keep,251,1
cruise,True,True,False,True,True,False,False,swerve_right,251,1
cruise,True,True,False,True,True,False,False,swerve_left,251,2
cruise,True,True,False,True,True,False,False,change_to_left,251,3
cruise,True,True,False,True,True,False,False,change_to_right,251,3
cruise,True,True,False,True,True,False,False,cruise,251,4
change_to_left,True,True,False,True,True,False,False,keep,252,1
change_to_left,True,True,False,True,True,False,False,swerve_right,252,1
change_to_left,True,True,False,True,True,False,False,swerve_left,252,2
change_to_left,True,True,False,True,True,False,False,change_to_right,252,3
change_to_left,True,True,False,True,True,False,False,cruise,252,3
change_to_left,True,True,False,True,True,False,False,change_to_left,252,4
change_to_right,True,True,False,True,True,False,False,keep,253,1
change_to_right,True,True,False,True,True,False,False,swerve_left,253,2
change_to_right,True,True,False,True,True,False,False,swerve_right,253,2
change_to_right,True,True,False,True,True,False,False,change_to_left,253,3
change_to_right,True,True,False,True,True,False,False,cruise,253,3
change_to_right,True,True,False,True,True,False,False,change_to_right,253,4
cruise,True,True,False,True,True,False,True,change_to_left,254,1
cruise,True,True,False,True,True,False,True,keep,254,1
